City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Najran,SA,17.4924,44.1277,20.0,42,0,3.09,clear sky
Riobamba,EC,-1.6667,-78.6333,20.0,94,90,2.06,overcast clouds
Shingu,JP,33.7333,135.9833,6.68,79,0,2.93,clear sky
Carlsbad,US,33.1581,-117.3506,21.67,67,1,4.63,clear sky
Nishihara,JP,26.1842,127.7558,19.0,88,75,1.03,broken clouds
Baturaja,ID,-4.1333,104.1667,22.56,95,89,1.49,overcast clouds
Asau,RO,46.4333,26.4,-1.11,75,100,1.94,light rain
Charlestown,AU,-32.95,151.6667,21.67,97,14,2.55,few clouds
Tonantins,BR,-2.8731,-67.8022,30.97,63,54,1.5,broken clouds
Ust-Uda,RU,54.1742,103.0304,-15.51,92,100,1.68,overcast clouds
Camana,PE,-16.6228,-72.7111,23.39,69,100,2.6,overcast clouds
Tateyama,JP,34.9833,139.8667,6.0,65,0,3.6,clear sky
Georgiyevka,KZ,43.0369,74.7114,8.0,46,100,4.0,overcast clouds
Moranbah,AU,-22.0016,148.0466,24.03,84,100,4.1,overcast clouds
Awjilah,LY,29.1081,21.2869,17.1,36,2,4.28,clear sky
Novoorsk,RU,51.381,58.9813,-12.0,72,75,13.0,snow
Chumikan,RU,54.7183,135.315,-23.37,82,100,5.66,overcast clouds
Katsuura,JP,35.1333,140.3,6.0,65,0,3.6,clear sky
Touros,BR,-5.1989,-35.4608,31.0,51,40,5.14,scattered clouds
Hohhot,CN,40.8106,111.6522,-11.0,73,0,3.19,clear sky
Bafoulabe,ML,13.8065,-10.8321,28.86,14,87,3.2,overcast clouds
Westport,US,41.1415,-73.3579,7.0,39,20,5.66,few clouds
Prabumulih,ID,-3.45,104.25,22.65,98,100,1.37,overcast clouds
Ilo,PE,-17.6394,-71.3375,22.67,77,100,3.45,overcast clouds
Athabasca,CA,54.7169,-113.2854,-27.0,76,99,1.82,overcast clouds
Beya,RU,53.0533,90.9139,-5.77,92,100,1.73,overcast clouds
Gopalpur,IN,19.2667,84.9167,20.06,70,0,2.44,clear sky
Taltal,CL,-25.4,-70.4833,21.0,58,22,2.58,few clouds
Zhanakorgan,KZ,43.9098,67.2495,2.06,89,68,3.72,broken clouds
Salinopolis,BR,-0.6136,-47.3561,28.57,74,71,4.76,broken clouds
Mapulot,PH,14.0339,122.5408,22.75,96,4,2.28,clear sky
Kudahuvadhoo,MV,2.6708,72.8944,27.2,76,66,5.9,broken clouds
Mareeba,AU,-17.0,145.4333,26.0,89,75,0.51,broken clouds
Povenets,RU,62.8487,34.8262,-10.63,95,100,4.01,overcast clouds
Kiama,AU,-34.6833,150.8667,17.78,88,0,0.45,clear sky
Yellowknife,CA,62.456,-114.3525,-38.89,67,1,1.54,mist
Vanimo,PG,-2.6741,141.3028,24.93,87,94,2.05,moderate rain
Nome,US,64.5011,-165.4064,-9.0,86,90,0.81,light snow
Mahajanga,MG,-15.7167,46.3167,26.0,94,40,2.04,light rain
Teguise,ES,29.0605,-13.564,16.0,72,20,3.09,few clouds
Bambanglipuro,ID,-7.95,110.2833,24.57,87,94,2.38,overcast clouds
Kirensk,RU,57.7853,108.1119,-14.92,93,100,2.3,light snow
Cogealac,RO,44.55,28.5667,3.0,100,90,5.66,fog
Butembo,CD,0.15,29.2833,15.99,77,2,1.36,clear sky
Amazar,RU,53.858,120.875,-26.34,81,57,1.57,broken clouds
Anamur,TR,36.0751,32.8369,13.0,94,0,2.57,clear sky
Zaraza,VE,9.3503,-65.3245,32.9,37,100,4.08,overcast clouds
Sobolevo,RU,54.4299,31.8996,-18.22,93,85,3.77,overcast clouds
Roma,US,43.2128,-75.4557,-1.0,40,20,8.23,few clouds
Honningsvag,NO,70.9821,25.9704,-2.02,93,100,10.97,light snow
Siyabuswa,ZA,-25.1132,29.0445,19.97,86,100,0.53,overcast clouds
Khani,GE,41.9563,42.9566,10.0,71,90,4.12,overcast clouds
Axim,GH,4.8699,-2.2405,26.62,88,29,2.63,scattered clouds
Danjiangkou,CN,32.5428,111.5086,9.7,74,1,1.05,clear sky
Dharmadam,IN,11.7833,75.4333,23.66,81,45,1.8,scattered clouds
Paamiut,GL,61.994,-49.6678,-5.56,82,0,3.63,clear sky
Meridian,US,43.6121,-116.3915,9.44,40,40,1.54,scattered clouds
Aklavik,CA,68.2191,-135.0107,-34.0,75,75,1.03,broken clouds
Florianopolis,BR,-27.6146,-48.5012,27.0,54,0,7.2,clear sky
Wuhu,CN,31.3366,118.3755,6.0,100,20,1.0,mist
Okhotsk,RU,59.3833,143.3,-18.29,88,67,4.96,broken clouds
Bolgatanga,GH,10.7856,-0.8514,29.77,17,6,2.1,clear sky
Kimbe,PG,-5.5502,150.1429,24.63,88,100,0.96,overcast clouds
Dandong,CN,40.1292,124.3947,-4.35,93,92,3.18,overcast clouds
Baicheng,CN,45.6167,122.8167,-17.09,87,0,2.99,clear sky
Laguna,US,38.421,-121.4238,15.56,62,1,1.54,clear sky
Ocos,GT,14.5094,-92.1933,32.0,45,20,2.57,few clouds
Ambulu,ID,-8.345,113.6058,24.81,86,90,1.2,overcast clouds
Talara,PE,-4.5772,-81.2719,32.0,48,0,5.66,clear sky
Manokwari,ID,-0.8667,134.0833,25.52,84,100,2.9,overcast clouds
Marevo,RU,57.3146,32.0804,-16.17,93,97,2.86,overcast clouds
Smithers,CA,54.7804,-127.1743,-4.0,93,90,0.99,light snow
Kampot,KH,10.6167,104.1833,26.0,78,20,3.09,light rain
Yankton,US,42.8711,-97.3973,-13.0,56,75,7.72,broken clouds
Hailey,US,43.5196,-114.3153,1.0,60,40,2.06,scattered clouds
Ipixuna,BR,-1.7625,-48.8043,29.0,79,40,4.63,scattered clouds
Ustye,RU,59.6304,39.736,-20.93,90,100,4.33,overcast clouds
Camacha,PT,33.0833,-16.3333,15.0,58,75,8.75,broken clouds
Ivanteyevka,RU,55.9711,37.9208,-17.0,71,40,5.0,light snow
Stoholm,DK,56.4845,9.1462,-5.0,73,20,5.66,few clouds
Manono,CD,-7.3,27.4167,22.32,91,100,1.13,light rain
Batticaloa,LK,7.7102,81.6924,25.04,87,21,4.88,few clouds
Tianpeng,CN,30.9866,103.9393,11.11,1,0,1.7,clear sky
Pathalgaon,IN,22.5667,83.4667,12.48,58,0,3.23,clear sky
Cururupu,BR,-1.8283,-44.8683,29.33,63,100,2.99,overcast clouds
Rudbar,AF,30.15,62.6,15.18,26,0,3.62,clear sky
Surgut,RU,61.25,73.4167,1.0,100,90,4.0,light rain
Anchorage,US,61.2181,-149.9003,-11.11,92,75,1.58,broken clouds
Thinadhoo,MV,0.5333,72.9333,27.66,76,6,6.33,clear sky
Coihaique,CL,-45.5752,-72.0662,25.0,33,75,2.06,broken clouds
Avera,US,33.194,-82.5271,9.0,53,90,3.6,light rain
Colac,AU,-38.3333,143.5833,12.78,98,44,3.65,scattered clouds
Edd,ER,13.9297,41.6925,23.37,71,38,5.77,scattered clouds
Rivadavia,AR,-33.1905,-68.4608,34.0,20,20,2.57,few clouds
Mabaruma,GY,8.2,-59.7833,24.49,93,100,2.97,overcast clouds
Faqirwali,PK,29.4663,73.034,13.66,38,0,1.87,clear sky
Porbandar,IN,21.6422,69.6093,19.34,34,0,6.18,clear sky
Simpang,ID,-1.2667,104.0833,24.12,91,68,1.93,broken clouds
Pecos,US,31.4229,-103.4932,17.0,10,1,4.63,clear sky
Kharp,RU,66.8014,65.8081,-32.44,79,82,1.05,broken clouds
Mecca,SA,21.4267,39.8261,19.42,56,0,3.57,clear sky
Solnechnyy,RU,50.7214,136.6319,-20.46,89,100,1.42,overcast clouds
Savonlinna,FI,61.8699,28.88,-13.0,85,20,4.12,light snow
Rovaniemi,FI,66.5,25.7167,-11.0,92,0,5.14,clear sky
Songkhla,TH,6.8333,100.6667,24.0,100,20,1.03,few clouds
Kailua,US,21.4022,-157.7394,22.0,68,20,1.54,few clouds
Cabedelo,BR,-6.9811,-34.8339,30.0,62,20,4.63,few clouds
Marathon,US,44.9,-89.7668,-15.56,60,1,6.69,clear sky
Sovetskiy,RU,61.3614,63.5842,-20.63,92,100,5.62,snow
Peterhead,GB,57.5058,-1.7981,2.0,69,90,6.69,overcast clouds
Skjervoy,NO,70.0311,20.9714,-1.14,94,100,9.67,light snow
Talisay,PH,10.2447,123.8494,26.0,89,90,4.12,overcast clouds
Bardiyah,LY,31.7561,25.0865,16.43,63,0,2.02,clear sky
Kisangani,CD,0.5167,25.2,23.65,56,47,0.63,scattered clouds
Kirakira,SB,-10.4544,161.9205,26.4,82,100,3.34,overcast clouds
Dickinson,US,29.4608,-95.0513,17.78,77,90,2.06,overcast clouds
Carutapera,BR,-1.195,-46.02,29.74,64,77,4.23,broken clouds
Yaan,NG,7.3833,8.5667,28.45,15,0,2.06,clear sky
Kovdor,RU,67.5662,30.4758,-10.18,96,97,3.83,overcast clouds
Vardo,NO,70.3705,31.1107,-4.0,80,40,10.8,snow
Maralal,KE,1.0968,36.698,15.92,74,2,1.65,clear sky
Lata,PT,40.1629,-8.3327,11.67,79,66,1.79,broken clouds
Kralendijk,BQ,12.15,-68.2667,29.0,65,40,8.75,scattered clouds
Itarema,BR,-2.9248,-39.9167,28.37,68,55,6.41,broken clouds
Mizdah,LY,31.4451,12.9801,19.32,25,99,3.7,overcast clouds
Tabou,CI,4.423,-7.3528,26.17,88,13,3.52,few clouds
Kerema,PG,-7.9631,145.7785,26.42,79,67,2.6,broken clouds
Tehri,IN,30.3833,78.4833,8.47,47,0,2.45,clear sky
Nador,MA,35.174,-2.9287,14.0,72,0,1.54,clear sky
Iguape,BR,-24.7081,-47.5553,25.12,73,12,5.81,few clouds
Raudeberg,NO,61.9875,5.1352,-5.0,63,0,2.57,clear sky
Ashqelon,IL,31.6693,34.5715,15.56,88,0,0.27,clear sky
Oltu,TR,40.5498,42.0013,0.11,81,0,2.1,clear sky
Nizwa,OM,22.9333,57.5333,12.2,59,0,1.31,clear sky
Wamba,NG,8.9333,8.6,26.9,17,0,2.22,clear sky
Dawei,MM,14.0833,98.2,21.03,66,0,1.35,clear sky
Jega,NG,12.2175,4.3792,27.59,17,84,3.99,broken clouds
Humaita,BR,-7.5061,-63.0208,26.68,84,99,0.31,light rain
Murgab,TM,37.4966,61.9714,9.0,71,90,1.57,overcast clouds
Navahrudak,BY,53.6,25.8333,-20.41,94,11,1.88,few clouds
Dafeng,CN,23.4517,108.5881,18.69,62,18,2.0,few clouds
Manta,EC,-0.95,-80.7333,29.0,74,40,2.57,scattered clouds
Moron,AR,-34.6534,-58.6198,35.0,31,0,0.45,clear sky
Sept-Iles,CA,50.2001,-66.3821,-0.56,93,100,0.51,snow
Mirnyy,RU,62.5353,113.9611,-30.31,87,93,1.17,overcast clouds
Sungaipenuh,ID,-2.0833,101.3833,17.44,85,87,1.7,overcast clouds
Nefteyugansk,RU,61.0998,72.6035,1.0,100,90,4.0,light rain
Menges,SI,46.1669,14.575,10.56,87,75,1.54,broken clouds
Kabanjahe,ID,3.1001,98.4908,25.0,94,40,1.03,scattered clouds
Qujing,CN,25.4833,103.7833,11.11,60,30,2.1,scattered clouds
Carsamba,TR,41.1989,36.7219,9.0,71,0,1.54,clear sky
Kuytun,RU,54.3419,101.5036,-13.04,93,100,2.43,overcast clouds
Vieux-Habitants,GP,16.0589,-61.7659,23.0,94,75,6.17,broken clouds
Maliq,AL,40.7058,20.6997,4.0,81,0,1.03,clear sky
Idanre,NG,7.1127,5.1159,25.83,73,0,1.9,clear sky
Iwanai,JP,42.9744,140.5089,-3.02,96,100,2.76,snow
Labuhan,ID,-6.8844,112.2051,25.25,87,4,4.02,clear sky
Lander,US,42.833,-108.7307,-1.11,58,1,1.54,clear sky
Bonfim,BR,3.0833,-59.95,33.01,42,100,4.39,overcast clouds
Sibu,MY,2.3,111.8167,24.0,100,40,1.03,moderate rain
Luderitz,NA,-26.6481,15.1594,21.86,55,0,11.96,clear sky
Popondetta,PG,-8.7537,148.2534,23.53,88,96,1.35,overcast clouds
Pout,SN,14.7739,-17.0603,18.0,68,97,8.23,overcast clouds
Grand-Santi,GF,4.25,-54.3833,25.76,93,94,1.94,overcast clouds
Lyubim,RU,58.3625,40.6843,-19.88,90,100,4.32,overcast clouds
Ahipara,NZ,-35.1667,173.1667,17.52,79,89,2.11,overcast clouds
Nouakchott,MR,18.0858,-15.9785,22.0,33,99,4.12,overcast clouds
Sola,VU,-13.8833,167.55,27.66,71,12,1.64,few clouds
Kasempa,ZM,-13.4584,25.8338,19.35,92,89,1.74,overcast clouds
Tarakan,ID,3.3,117.6333,25.48,85,99,3.67,overcast clouds
Colares,PT,38.7992,-9.4469,11.67,76,61,8.94,broken clouds
Kavaratti,IN,10.5669,72.642,27.26,62,3,3.46,clear sky
Coquimbo,CL,-29.9533,-71.3436,20.0,64,20,6.17,few clouds
Kuching,MY,1.55,110.3333,24.0,100,40,0.49,scattered clouds
Tahta,EG,26.7693,31.5021,16.0,55,0,3.09,clear sky
Guilin,CN,25.2819,110.2864,11.0,100,0,1.65,mist
Hambantota,LK,6.1241,81.1185,23.0,100,20,2.06,few clouds
Mehamn,NO,71.0357,27.8492,-3.37,94,100,9.0,light snow
Tromso,NO,69.6496,18.957,-3.0,86,75,2.06,light snow
Elliot,ZA,-31.3333,27.85,18.27,81,52,0.82,light rain
Fukue,JP,32.6881,128.8419,13.24,72,0,6.81,clear sky
Zarate,AR,-34.0981,-59.0286,32.78,40,0,2.24,clear sky
Yarmouth,US,41.7057,-70.2286,7.0,45,40,11.32,scattered clouds
Abaete,BR,-19.16,-45.4458,25.9,85,100,1.62,overcast clouds
Lufilufi,WS,-13.8745,-171.5986,28.0,83,90,7.2,light rain
Sharanga,RU,57.1775,46.5396,-21.28,91,100,4.93,overcast clouds
Madison,US,34.7334,-86.5667,11.0,32,90,3.6,overcast clouds
Barnstaple,GB,51.0802,-4.0581,5.56,94,99,1.34,overcast clouds
Comalcalco,MX,18.2667,-93.2167,31.0,45,1,3.1,clear sky
Rosehearty,GB,57.697,-2.1132,0.56,80,99,4.92,overcast clouds
Mala,PE,-12.6581,-76.6308,23.85,66,66,3.15,broken clouds
Shimanovsk,RU,52.0,127.7,-28.59,85,0,3.01,clear sky
Pangkalanbuun,ID,-2.6833,111.6167,23.81,98,100,1.49,light rain
Lasa,IT,46.6166,10.7002,3.89,93,75,3.09,broken clouds
Trapani,IT,37.8333,12.6667,16.0,77,0,7.2,clear sky
Nanyang,CN,32.9947,112.5328,8.11,79,0,1.3,clear sky
